chunk_id,content
14,1 століття rangenumrequests envprocessrequestserviceenv 1 століття server queue retrycounts застосовуємо множник інтенсивності зменшуючи запитами yield envtimeoutrandomexpovariate 10 intensitymultiplier def analyzestatistics аналіз виведення статистики черги повторних викликів відмов printnзагальна статистика черги if queuelengths printfсередня довжина черги npmeanqueuelengths 2f printfмаксимальна довжина черги npmaxqueuelengths 2f else printсередня довжина черги na printмаксимальна довжина черги na if timeinqueue printfсередній перебування черзі npmeantimeinqueue 2f printfмаксимальний перебування черзі npmaxtimeinqueue 2f else printсередній перебування черзі na
15,printмаксимальний перебування черзі na if retrycounts printfсередня кількість повторних викликів npmeanretrycounts 2f printfмаксимальна кількість повторних викликів запиту npmaxretrycounts 2f else printсередня кількість повторних викликів na printмаксимальна кількість повторних викликів запиту na printfкількість відмов failedrequests def plothistogram data title xlabel ylabel функція побудови гістограми pltfigurefigsize 10 6 plthistdata bins 20 color skyblue edgecolor black plttitletitle pltxlabelxlabel pltylabelylabel pltshow основна функція моделювання def runsimulation intensitymultiplier 1 global queuelengths timeinqueue retrycounts failedrequests queuelengths timeinqueue
16,queuelengths timeinqueue retrycounts failedrequests 0 ініціалізація середовища ресурсів env simpyenvironment server simpyresourceenv capacitynumchannels queue simpystoreenv capacityqueuecapacity запуск генерації запитів envproc essgeneraterequestsenv server queue intensitymultiplier envrun виведення статистики analyzestatistics графічне представлення if queuelengths plothistogramqueuelengths розподіл довжини черги довжина черги кількість else printнемає даних побудови гістограми довжини черги if timeinqueue plothistogramtimeinqueue розподіл часу перебування черзі черзі кількість запитів else printнемає даних побудови гістограми часу перебування черзі if retrycounts
17,if retrycounts plothistogramretrycounts розподіл повторних викликів кількість повторних викликів кількість запитів else printнемає даних ля побудови гістограми повторних викликів запуск моделювання 100x інтенсивності printnмоделювання інтенсивністю потоку 100x runsimulationintensitymultiplier 100 моделювання інтенсивністю потоку 1x
18,даних побудови гістограми повторних викликів моделювання інтенсивністю потоку 2x моделювання інтенсивністю потоку 5x моделювання інтенсивністю потоку 10x моделювання інтенсивністю потоку 20x моделювання інтенсивністю потоку 50x моделювання інтенсивністю потоку 100x
19,модифікація коду полягала додаванні детальної статистики черг повторних викликів додано обчислення середньої максимальної довжини черги часу перебування заявки черзі середньої кількості повторних спроб одну заявку дослідження розширене аналізом залежності параметрів інтенсивності вхідного потоку дало змогу оцінити змін юються параметри черги кількість відмов збільшення навантаження систему графічного аналізу гістограми розподілу черги часу перебування черзі кількості повторних викликів видно низьких значеннях інтенсивності 1x черга накопичується повторних викликів збільшенням інтенсивності 10x кількість відмов повторних спроб суттєво зростає вказує система межу ефективності накопичення черги відмови стають зна чними призвести значного зниження якості обслуговування
20,значного зниження якості обслуговування 1 середня максимальна довжина черги збільшенні інтенсивності вхідного потоку 2x 5x 10x разів середня максимальна довжина черги зростають свідчить ро система швидко досягає межі пропускної здатності черга починає переповнюватися низької інтенсивності потоку система підтримує коротку чергу вказує достатню кількість ресурсів обробки запитів звичайному режимі висок их інтенсивностях 50x 100x максимальна довжина черги стає більшою середню означає періодичні пікові навантаження система обробити
21,вчасно демонструє значних перевантажень відбувається накопичення питів критичних рівнів призводить затримок роботі системи 2 середній максимальний перебування заявки черзі зростанням інтенсивності потоку середній перебування заявки черзі збільшується низьких значень інтенсивності 1x 2x середній очікування черзі незначним запити обробляються збільшенні інтенсивності часу перебування зростає нелінійно свідчить обмеження системи обробці великої кількості запитів максимальний перебування черзі великий високих інтенсивностях показує наскільки сильно затримуватися обробка запитів пікові моменти критичним користувачів надмірний очікування погіршує досвід користув ача призвести втрати запитів дочекалися обслуговування
22,3 середня кількість повторних спроб одну заявку низькій інтенсивності потоку повторні спроби рідкісними відсутніми вказує нормальну роботу системи обхідності повторних викликів інтенсивностях 10x вище середня кількість повторних спроб одну заявку починає різко зростати свідчить користувачі змушені повторно подавати запити переповненість черги озн акою система досягла межі обслуговування високих інтенсивностях 50x 100x кількість повторних спроб стає значною призводить додаткового навантаження систему створювати більші черги ситуація казує система справляється обробкою запитів надходять негативно позначається ефективності обслуговування загальний висновок загалом зростання інтенсивності вхідного потоку призводить суттєвого збільшення довжини
23,черги часу перебування заявок черзі кількості повторних спроб вказує потребу масштабуванні системи збільшенні пропускної здатності запобігання критичним затримкам відмовам обслуговуванні високих навантаженнях виснов ок ході викон ання даної лабораторної роботи досліджено поведінку систем масового обслуговування допомогою бібліотеки simpy python основна задача полягала моделюванні системи могла обробляти вхідні запити умовах обмеженої кількості обслуговуючих ка налів місць черзі реалізації обрано варіант смо повторними викликами обмеженою кількістю місць черзі дозволило змоделювати процес пошуку збоїв банківській мережі результаті моделювання отримані показники допомагають цінити продуктивність системи умовах різного навантаження середня максимальна довжина черги кількість відмов кількість повторних викликів
24,розподіл часу очікування запитів черзі показники важливими аналізу наван таження визначення меж ефективної роботи системи
