Date,Day_of_Week,Season,Weather,Product,Category,Unit_Price,Num_Customers,Sales,Stocks,Shelf_Life,Days_Until_Next_Purchase,Event,Purchase_Quantity
2004-01-09,Friday,Winter,Cold,Lettuce,Vegetables,6.0,8175,4967504.618862691,3,5,1,,50
2004-01-02,Friday,Winter,Cold,Apples,Fruits,4.4,8249,5102945.735517091,17,30,30,,24
2004-01-11,Sunday,Winter,Cold,Eggs,Dairy,7.2,8332,5169808.759874878,19,21,21,,23
2004-01-12,Monday,Winter,Snowy,Eggs,Dairy,7.2,5639,3552257.6760682245,16,21,21,,11
2004-01-08,Thursday,Winter,Cloudy,Chicken,Meat,19.5,6778,4165051.8690538034,25,5,5,,23
2004-01-04,Sunday,Winter,Snowy,Salmon,Seafood,36.8,7436,4588146.521511103,21,3,3,,23
2004-01-05,Monday,Winter,Cloudy,Apples,Fruits,4.4,6687,4133421.8611593707,18,30,30,,24
2004-01-11,Sunday,Winter,Cold,Tomatoes,Vegetables,12.5,8719,5407385.950636247,8,10,1,,47
2004-01-09,Friday,Winter,Cloudy,Chicken,Meat,19.5,8477,5255981.982558244,27,5,5,,26
2004-01-12,Monday,Winter,Cloudy,Eggs,Dairy,7.2,6911,4345103.853192715,27,21,21,,24
2004-01-01,Thursday,Winter,Cold,Milk,Dairy,5.2,6767,4296553.619593652,25,7,7,,28
2004-01-05,Monday,Winter,Snowy,Cheese,Dairy,28.0,5702,3491420.170470683,14,9,9,,16
2004-01-13,Tuesday,Winter,Snowy,Tomatoes,Vegetables,12.5,5835,3564858.152120161,23,10,10,,12
2004-01-02,Friday,Winter,Cloudy,Milk,Dairy,5.2,8110,4955732.267091269,20,7,7,,28
2004-01-09,Friday,Winter,Cloudy,Chicken,Meat,19.5,8668,5357659.950470545,28,5,5,,25
2004-01-10,Saturday,Winter,Cloudy,Lettuce,Vegetables,6.0,8400,5275514.366071483,13,5,5,,30
2004-01-04,Sunday,Winter,Snowy,Milk,Dairy,5.2,7773,4733754.335458662,14,7,7,,28
2004-01-04,Sunday,Winter,Snowy,Pork,Meat,25.6,7703,4710454.991531511,4,7,1,,57
2004-01-14,Wednesday,Winter,Cloudy,Tomatoes,Vegetables,12.5,6670,4158787.2081973017,26,10,10,,25
2004-01-06,Tuesday,Winter,Cloudy,Milk,Dairy,5.2,6401,3846132.889340808,24,7,7,,29
2004-01-07,Wednesday,Winter,Cloudy,Salmon,Seafood,36.8,6492,4067547.254346351,5,3,1,,46
2004-01-05,Monday,Winter,Cold,Pork,Meat,25.6,6333,3845407.581217605,11,7,7,,29
2004-01-11,Sunday,Winter,Cold,Lettuce,Vegetables,6.0,8585,5289962.8904633755,7,5,1,,50
2004-01-06,Tuesday,Winter,Cloudy,Pork,Meat,25.6,6622,4106986.5361208995,16,7,7,,32
2004-01-07,Wednesday,Winter,Cloudy,Pork,Meat,25.6,6817,4189766.046144272,0,7,1,,51
2004-01-08,Thursday,Winter,Cloudy,Apples,Fruits,4.4,6606,4026429.7396741896,10,30,30,,35
2004-01-09,Friday,Winter,Snowy,Pork,Meat,25.6,7358,4482142.231627163,10,7,7,,44
2004-01-04,Sunday,Winter,Cold,Potatoes,Vegetables,1.4,8416,5155245.858586081,26,9,9,,30
2004-01-13,Tuesday,Winter,Snowy,Lettuce,Vegetables,6.0,5778,3600638.4384695683,12,5,5,,13
2004-01-15,Thursday,Winter,Cold,Eggs,Dairy,7.2,6364,3953927.038177591,24,21,21,,25
2004-01-16,Friday,Winter,Snowy,Tomatoes,Vegetables,12.5,7450,4663013.450744386,21,10,10,,25
2004-01-05,Monday,Winter,Cloudy,Potatoes,Vegetables,1.4,6641,4073348.4527676487,4,9,1,,57
2004-01-10,Saturday,Winter,Cold,Salmon,Seafood,36.8,8277,5126710.836498628,12,3,3,,23
2004-01-16,Friday,Winter,Snowy,Lettuce,Vegetables,6.0,7211,4495751.7717768755,18,5,5,,24
2004-01-18,Sunday,Winter,Snowy,Lettuce,Vegetables,6.0,7672,4835436.9319404205,18,5,5,,26
2004-01-11,Sunday,Winter,Snowy,Chicken,Meat,19.5,7525,4625068.585610985,11,5,5,,25
2004-01-20,Tuesday,Winter,Cold,Lettuce,Vegetables,6.0,6772,4155996.7130539967,25,5,5,,25
2004-01-22,Thursday,Winter,Cloudy,Lettuce,Vegetables,6.0,6557,4128437.6137888324,27,5,5,,25
2004-01-16,Friday,Winter,Snowy,Eggs,Dairy,7.2,7337,4468632.7585218465,18,21,21,,21
2004-01-08,Thursday,Winter,Cold,Milk,Dairy,5.2,6531,4032034.556846489,5,7,1,,55
2004-01-09,Friday,Winter,Cold,Apples,Fruits,4.4,8528,5210813.243766859,5,30,1,,49
2004-01-12,Monday,Winter,Snowy,Salmon,Seafood,36.8,5175,3179581.9312911616,21,3,3,,11
2004-01-09,Friday,Winter,Snowy,Apples,Fruits,4.4,7360,4524756.30151689,17,30,30,,29
2004-01-11,Sunday,Winter,Snowy,Apples,Fruits,4.4,7447,4629751.66112908,9,30,1,,54
2004-01-05,Monday,Winter,Cold,Potatoes,Vegetables,1.4,6724,4171473.085290683,9,9,1,,59
2004-01-25,Sunday,Winter,Cold,Lettuce,Vegetables,6.0,8485,5374401.751963286,20,5,5,,28
2004-01-11,Sunday,Winter,Cloudy,Milk,Dairy,5.2,8441,5197310.832967047,26,7,7,,27
2004-01-16,Friday,Winter,Cold,Eggs,Dairy,7.2,8947,5431414.127421082,11,21,21,,23
2004-01-13,Tuesday,Winter,Cloudy,Milk,Dairy,5.2,6686,4170395.185010703,23,7,7,,28
2004-01-18,Sunday,Winter,Cold,Eggs,Dairy,7.2,8819,5333732.8504107995,7,21,1,,51
2004-01-07,Wednesday,Winter,Snowy,Potatoes,Vegetables,1.4,5648,3446505.482918217,23,9,9,,20
2004-01-19,Monday,Winter,Cloudy,Tomatoes,Vegetables,12.5,6476,4033166.425115645,15,10,10,,21
2004-01-19,Monday,Winter,Snowy,Tomatoes,Vegetables,12.5,5885,3624113.2958615567,25,10,10,,12
2004-01-10,Saturday,Winter,Snowy,Pork,Meat,25.6,7579,4712838.273394948,28,7,7,,27
2004-01-20,Tuesday,Winter,Cold,Eggs,Dairy,7.2,6536,4088108.6056934455,23,21,21,,25
2004-01-13,Tuesday,Winter,Cold,Apples,Fruits,4.4,6224,3815917.083554113,25,30,30,,24
2004-01-09,Friday,Winter,Cloudy,Potatoes,Vegetables,1.4,8357,5101582.770830697,27,9,9,,29
2004-01-22,Thursday,Winter,Snowy,Tomatoes,Vegetables,12.5,6090,3745539.304331825,20,10,10,,27
2004-01-16,Friday,Winter,Cloudy,Apples,Fruits,4.4,8834,5521194.204377042,7,30,1,,51
2004-01-27,Tuesday,Winter,Snowy,Lettuce,Vegetables,6.0,5212,3236288.638147379,8,5,1,,39
2004-01-27,Tuesday,Winter,Cold,Lettuce,Vegetables,6.0,6496,4067303.053500261,26,5,5,,28
2004-01-15,Thursday,Winter,Cold,Salmon,Seafood,36.8,6576,4137298.69878646,6,3,1,,52
2004-01-24,Saturday,Winter,Cold,Tomatoes,Vegetables,12.5,8611,5337448.516093057,17,10,10,,24
2004-01-22,Thursday,Winter,Cloudy,Eggs,Dairy,7.2,6674,4203786.761493347,25,21,21,,23
2004-01-11,Sunday,Winter,Cloudy,Pork,Meat,25.6,8021,4971336.947143281,16,7,7,,29
2004-01-16,Friday,Winter,Cloudy,Apples,Fruits,4.4,8360,5243490.892504392,24,30,30,,29
2004-01-18,Sunday,Winter,Snowy,Salmon,Seafood,36.8,7280,4565282.166642128,16,3,3,,26
2004-01-28,Wednesday,Winter,Snowy,Lettuce,Vegetables,6.0,5709,3545503.0110183447,24,5,5,,10
2004-01-10,Saturday,Winter,Snowy,Potatoes,Vegetables,1.4,7335,4523722.426867764,26,9,9,,33
2004-01-07,Wednesday,Winter,Snowy,Cheese,Dairy,28.0,5637,3525075.668891155,22,9,9,,18
2004-01-21,Wednesday,Winter,Snowy,Salmon,Seafood,36.8,5605,3490428.951203816,15,3,3,,11
2004-01-07,Wednesday,Winter,Cloudy,Cheese,Dairy,28.0,6789,4124287.89043048,9,9,1,,57
2004-01-31,Saturday,Winter,Snowy,Lettuce,Vegetables,6.0,7359,4543923.543105884,20,5,5,,25
2004-01-14,Wednesday,Winter,Cloudy,Pork,Meat,25.6,6624,4095619.7247980195,12,7,7,,29
2004-01-24,Saturday,Winter,Snowy,Salmon,Seafood,36.8,7886,4836650.690932385,17,3,3,,23
2004-01-24,Saturday,Winter,Cloudy,Salmon,Seafood,36.8,8289,5070435.554465676,21,3,3,,29
2004-02-02,Monday,Winter,Cloudy,Lettuce,Vegetables,6.0,6266,3802153.2749114335,13,5,5,,21
2004-01-24,Saturday,Winter,Cloudy,Tomatoes,Vegetables,12.5,8740,5320759.748385581,15,10,10,,24
2004-01-16,Friday,Winter,Snowy,Pork,Meat,25.6,7524,4561176.335379423,20,7,7,,26
2004-01-10,Saturday,Winter,Snowy,Potatoes,Vegetables,1.4,7597,4640399.721472195,17,9,9,,33
2004-01-16,Friday,Winter,Snowy,Pork,Meat,25.6,7195,4444037.32742628,22,7,7,,32
2004-01-11,Sunday,Winter,Snowy,Chicken,Meat,19.5,7525,4654306.090188724,17,5,5,,22
2004-01-13,Tuesday,Winter,Cloudy,Chicken,Meat,19.5,6492,4008420.415673487,3,5,1,,50
2004-01-24,Saturday,Winter,Cold,Eggs,Dairy,7.2,8100,4923802.103468148,8,21,1,,51
2004-01-13,Tuesday,Winter,Snowy,Chicken,Meat,19.5,5859,3649553.170856328,10,5,5,,25
2004-01-08,Thursday,Winter,Snowy,Cheese,Dairy,28.0,5827,3618811.964429244,5,9,1,,43
2004-01-18,Sunday,Winter,Cloudy,Apples,Fruits,4.4,8478,5306117.658183473,14,30,30,,20
2004-01-09,Friday,Winter,Cloudy,Cheese,Dairy,28.0,8188,5077209.897961817,8,9,1,,59
2004-01-24,Saturday,Winter,Snowy,Salmon,Seafood,36.8,7281,4518091.794936531,10,3,3,,35
2004-01-18,Sunday,Winter,Cold,Apples,Fruits,4.4,8095,5062189.250234864,4,30,1,,53
2004-01-15,Thursday,Winter,Cloudy,Milk,Dairy,5.2,6776,4272346.396808444,22,7,7,,29
2004-01-12,Monday,Winter,Snowy,Cheese,Dairy,28.0,5700,3488525.371718273,7,9,1,,41
2004-01-17,Saturday,Winter,Cold,Pork,Meat,25.6,8727,5487874.198814895,5,7,1,,56
2004-01-15,Thursday,Winter,Snowy,Milk,Dairy,5.2,5810,3515669.1600185726,16,7,7,,15
2004-02-04,Wednesday,Winter,Cold,Lettuce,Vegetables,6.0,6697,4180993.2735647946,22,5,5,,24
2004-01-26,Monday,Winter,Cloudy,Salmon,Seafood,36.8,6533,4049337.7250893824,24,3,3,,21
2004-01-15,Thursday,Winter,Snowy,Cheese,Dairy,28.0,5667,3506017.904593127,9,9,1,,44
2004-01-18,Sunday,Winter,Cold,Apples,Fruits,4.4,8155,5010324.790315224,8,30,1,,48
2004-02-07,Saturday,Winter,Cloudy,Lettuce,Vegetables,6.0,8610,5247442.273742282,2,5,1,,49
2004-01-28,Wednesday,Winter,Cold,Salmon,Seafood,36.8,6300,3949001.751145865,23,3,3,,28
2004-02-08,Sunday,Winter,Cold,Lettuce,Vegetables,6.0,8386,5199026.366735296,21,5,5,,23
2004-01-11,Sunday,Winter,Cold,Potatoes,Vegetables,1.4,8350,5095329.856160846,13,9,9,,35
2004-01-14,Wednesday,Winter,Cold,Potatoes,Vegetables,1.4,6630,4091488.6523829713,11,9,9,,30
2004-01-14,Wednesday,Winter,Snowy,Potatoes,Vegetables,1.4,6012,3732899.8145769485,4,9,1,,55
2004-01-15,Thursday,Winter,Snowy,Chicken,Meat,19.5,5782,3538734.828853949,30,5,5,,12
2004-01-27,Tuesday,Winter,Snowy,Tomatoes,Vegetables,12.5,5769,3523807.693289269,15,10,10,,14
2004-01-18,Sunday,Winter,Snowy,Cheese,Dairy,28.0,7260,4511440.176180851,24,9,9,,26
2004-01-24,Saturday,Winter,Cloudy,Eggs,Dairy,7.2,8611,5400973.957017278,15,21,21,,26
2004-01-15,Thursday,Winter,Cloudy,Potatoes,Vegetables,1.4,6519,4049115.981346294,26,9,9,,26
2004-01-19,Monday,Winter,Cloudy,Pork,Meat,25.6,6707,4105773.2066135355,10,7,7,,42
2004-01-27,Tuesday,Winter,Cold,Tomatoes,Vegetables,12.5,6637,4166726.9319672147,4,10,1,,52
2004-01-28,Wednesday,Winter,Cloudy,Salmon,Seafood,36.8,6544,4046336.143547325,24,3,3,,29
2004-01-29,Thursday,Winter,Cold,Tomatoes,Vegetables,12.5,6900,4236577.594496518,9,10,1,,48
2004-01-17,Saturday,Winter,Cold,Chicken,Meat,19.5,7841,4934863.2094929125,24,5,5,,30
2004-01-18,Sunday,Winter,Cloudy,Apples,Fruits,4.4,8587,5359770.6473543355,12,30,30,,26
2004-01-20,Tuesday,Winter,Snowy,Apples,Fruits,4.4,5690,3596255.071046283,6,30,1,,40
2004-01-30,Friday,Winter,Snowy,Tomatoes,Vegetables,12.5,7130,4430594.902097318,17,10,10,,27
2004-01-16,Friday,Winter,Cold,Milk,Dairy,5.2,8832,5568168.140901387,20,7,7,,34
2004-01-27,Tuesday,Winter,Snowy,Eggs,Dairy,7.2,5960,3745784.4622035306,9,21,1,,36
2004-01-18,Sunday,Winter,Cloudy,Chicken,Meat,19.5,8534,5353954.757846266,23,5,5,,23
2004-01-19,Monday,Winter,Cold,Pork,Meat,25.6,6791,4270050.949359966,16,7,7,,32
2004-01-29,Thursday,Winter,Snowy,Salmon,Seafood,36.8,5700,3461130.1427604505,29,3,3,,15
2004-01-21,Wednesday,Winter,Cold,Pork,Meat,25.6,6464,4061210.1680560266,23,7,7,,33
2004-02-02,Monday,Winter,Cloudy,Tomatoes,Vegetables,12.5,6836,4271468.327021068,24,10,10,,27
2004-01-18,Sunday,Winter,Cold,Cheese,Dairy,28.0,8517,5370433.989158753,2,9,1,,58
2004-01-24,Saturday,Winter,Cloudy,Pork,Meat,25.6,8337,5103404.578067292,7,7,1,,51
2004-02-11,Wednesday,Winter,Snowy,Lettuce,Vegetables,6.0,5503,3459374.218116725,22,5,5,,12
2004-01-19,Monday,Winter,Cloudy,Milk,Dairy,5.2,6759,4223043.653519721,15,7,7,,33
2004-01-21,Wednesday,Winter,Cold,Cheese,Dairy,28.0,6729,4195461.448700598,18,9,9,,32
2004-01-22,Thursday,Winter,Snowy,Milk,Dairy,5.2,5518,3343387.545393595,13,7,7,,20
2004-02-02,Monday,Winter,Cloudy,Tomatoes,Vegetables,12.5,6506,3961587.228152716,9,10,1,,47
2004-02-05,Thursday,Winter,Cloudy,Tomatoes,Vegetables,12.5,6823,4305973.312858885,8,10,1,,50
2004-01-21,Wednesday,Winter,Cloudy,Apples,Fruits,4.4,6909,4336953.452630527,22,30,30,,22
2004-02-11,Wednesday,Winter,Snowy,Lettuce,Vegetables,6.0,5605,3471280.5347712394,28,5,5,,14
2004-01-29,Thursday,Winter,Snowy,Salmon,Seafood,36.8,5937,3696800.0126959807,10,3,3,,25
2004-01-22,Thursday,Winter,Cold,Cheese,Dairy,28.0,6469,4005674.4151856937,10,9,9,,43
2004-01-15,Thursday,Winter,Cold,Potatoes,Vegetables,1.4,6679,4163441.2260436686,4,9,1,,51
2004-02-05,Thursday,Winter,Snowy,Tomatoes,Vegetables,12.5,5722,3472080.3090993296,15,10,10,,11
2004-02-12,Thursday,Winter,Snowy,Lettuce,Vegetables,6.0,5867,3657577.074246328,25,5,5,,11
2004-01-31,Saturday,Winter,Cold,Salmon,Seafood,36.8,8228,4976210.521080593,22,3,3,,27
2004-01-18,Sunday,Winter,Cold,Potatoes,Vegetables,1.4,8821,5448508.28660655,26,9,9,,26
2004-01-29,Thursday,Winter,Cloudy,Eggs,Dairy,7.2,6577,4008157.82303936,26,21,21,,27
2004-01-23,Friday,Winter,Cold,Cheese,Dairy,28.0,8424,5199140.887977849,24,9,9,,31
2004-02-03,Tuesday,Winter,Snowy,Salmon,Seafood,36.8,5595,3473041.100968359,22,3,3,,13
2004-01-27,Tuesday,Winter,Cloudy,Pork,Meat,25.6,6631,4072358.2473470275,7,7,1,,54
2004-01-29,Thursday,Winter,Cloudy,Pork,Meat,25.6,6583,4035297.695947575,24,7,7,,29
2004-01-20,Tuesday,Winter,Cold,Chicken,Meat,19.5,6674,4215103.421995811,16,5,5,,25
2004-01-24,Saturday,Winter,Cloudy,Cheese,Dairy,28.0,8619,5354161.269100826,19,9,9,,29
2004-02-12,Thursday,Winter,Cloudy,Lettuce,Vegetables,6.0,6305,3904996.6216623983,20,5,5,,27
2004-02-05,Thursday,Winter,Cloudy,Salmon,Seafood,36.8,6444,3930503.9747366905,20,3,3,,24
2004-02-14,Saturday,Winter,Cloudy,Lettuce,Vegetables,6.0,8144,5077094.393435943,8,5,1,,52
2004-01-20,Tuesday,Winter,Snowy,Potatoes,Vegetables,1.4,5797,3620268.1795460703,11,9,9,,18
2004-02-06,Friday,Winter,Cold,Salmon,Seafood,36.8,8320,5042681.337952068,21,3,3,,21
2004-02-06,Friday,Winter,Snowy,Salmon,Seafood,36.8,7344,4520987.396693934,21,3,3,,25
2004-02-06,Friday,Winter,Snowy,Salmon,Seafood,36.8,7891,4822844.3416538425,26,3,3,,24
2004-01-23,Friday,Winter,Snowy,Apples,Fruits,4.4,7573,4775983.089691209,6,30,1,,51
2004-02-05,Thursday,Winter,Cloudy,Tomatoes,Vegetables,12.5,6852,4193376.0443808036,2,10,1,,51
2004-01-26,Monday,Winter,Snowy,Apples,Fruits,4.4,5702,3539885.9083254198,25,30,30,,11
2004-02-07,Saturday,Winter,Cold,Salmon,Seafood,36.8,8574,5241036.186435335,19,3,3,,24
2004-01-26,Monday,Winter,Cold,Apples,Fruits,4.4,6944,4230883.857986863,17,30,30,,25
2004-02-08,Sunday,Winter,Cold,Salmon,Seafood,36.8,8569,5256364.505548113,6,3,1,,51
2004-01-23,Friday,Winter,Cold,Milk,Dairy,5.2,8301,5095501.690417464,9,7,1,,56
2004-01-27,Tuesday,Winter,Cloudy,Apples,Fruits,4.4,6494,4091667.5520757083,0,30,1,,52
2004-02-01,Sunday,Winter,Snowy,Pork,Meat,25.6,7725,4671604.480811278,12,7,7,,31
2004-02-08,Sunday,Winter,Cloudy,Tomatoes,Vegetables,12.5,8724,5486941.432720046,8,10,1,,48
2004-01-23,Friday,Winter,Snowy,Potatoes,Vegetables,1.4,7287,4396950.149989339,15,9,9,,28
2004-01-27,Tuesday,Winter,Cloudy,Cheese,Dairy,28.0,6832,4180075.977999599,16,9,9,,27
2004-02-17,Tuesday,Winter,Snowy,Lettuce,Vegetables,6.0,5862,3592526.1188216032,27,5,5,,15
2004-01-29,Thursday,Winter,Cold,Apples,Fruits,4.4,6813,4134821.582365861,19,30,30,,24
2004-02-01,Sunday,Winter,Cloudy,Eggs,Dairy,7.2,7980,4872327.568500303,17,21,21,,24
2004-01-29,Thursday,Winter,Cold,Apples,Fruits,4.4,6763,4219073.513574059,10,30,30,,38
2004-01-26,Monday,Winter,Cold,Milk,Dairy,5.2,6780,4204488.8194748815,1,7,1,,53
2004-02-03,Tuesday,Winter,Snowy,Eggs,Dairy,7.2,5715,3582960.9894266278,10,21,21,,25
2004-02-04,Wednesday,Winter,Snowy,Pork,Meat,25.6,5819,3527963.205559811,22,7,7,,19
2004-01-28,Wednesday,Winter,Snowy,Milk,Dairy,5.2,5718,3587935.595397261,5,7,1,,45
2004-01-31,Saturday,Winter,Cloudy,Apples,Fruits,4.4,8743,5444116.70970489,27,30,30,,27
2004-01-29,Thursday,Winter,Cold,Milk,Dairy,5.2,6679,4116605.8606410543,28,7,7,,33
2004-01-29,Thursday,Winter,Cold,Cheese,Dairy,28.0,6581,4006584.852336134,7,9,1,,54
2004-01-30,Friday,Winter,Cloudy,Milk,Dairy,5.2,8505,5216442.73366815,22,7,7,,32
2004-02-09,Monday,Winter,Cold,Salmon,Seafood,36.8,6548,4084198.5719896997,2,3,1,,53
2004-02-09,Monday,Winter,Cold,Salmon,Seafood,36.8,6678,4137673.832800997,28,3,3,,28
2004-02-20,Friday,Winter,Snowy,Lettuce,Vegetables,6.0,7829,4842888.12744658,22,5,5,,23
2004-02-02,Monday,Winter,Cold,Milk,Dairy,5.2,6682,4097935.894155936,25,7,7,,28
2004-02-09,Monday,Winter,Cold,Tomatoes,Vegetables,12.5,6373,3957952.919349863,9,10,1,,48
2004-01-21,Wednesday,Winter,Snowy,Chicken,Meat,19.5,5763,3547121.5244524176,19,5,5,,14
2004-01-24,Saturday,Winter,Cloudy,Potatoes,Vegetables,1.4,8637,5404107.6608177135,14,9,9,,34
2004-02-11,Wednesday,Winter,Snowy,Salmon,Seafood,36.8,5647,3522614.7794796904,8,3,1,,40
2004-02-21,Saturday,Winter,Cold,Lettuce,Vegetables,6.0,8639,5230396.758357746,18,5,5,,26
2004-01-24,Saturday,Winter,Snowy,Potatoes,Vegetables,1.4,7261,4493603.038414939,23,9,9,,33
2004-02-12,Thursday,Winter,Cold,Salmon,Seafood,36.8,6625,4143942.378153249,4,3,1,,50
2004-02-05,Thursday,Winter,Cold,Pork,Meat,25.6,6657,4076959.5628256137,9,7,1,,57
2004-02-03,Tuesday,Winter,Snowy,Apples,Fruits,4.4,5793,3561549.18310228,24,30,30,,10
2004-02-15,Sunday,Winter,Cold,Salmon,Seafood,36.8,8345,5101322.432149547,20,3,3,,24
2004-02-04,Wednesday,Winter,Cloudy,Eggs,Dairy,7.2,6571,4099800.9109734795,26,21,21,,24
2004-01-22,Thursday,Winter,Cold,Chicken,Meat,19.5,6453,3955060.4736885964,16,5,5,,22
2004-01-30,Friday,Winter,Snowy,Cheese,Dairy,28.0,7577,4778308.460139032,9,9,1,,58
2004-02-05,Thursday,Winter,Cloudy,Apples,Fruits,4.4,6553,4156888.2265625154,20,30,30,,28
2004-02-06,Friday,Winter,Cold,Apples,Fruits,4.4,8419,5282205.787092913,10,30,30,,37
2004-02-07,Saturday,Winter,Snowy,Apples,Fruits,4.4,7505,4566198.616702418,3,30,1,,49
2004-02-05,Thursday,Winter,Cold,Eggs,Dairy,7.2,6463,3991881.3741809325,6,21,1,,51
2004-02-05,Thursday,Winter,Cloudy,Pork,Meat,25.6,6593,4091795.789808274,24,7,7,,31
2004-02-09,Monday,Winter,Cold,Apples,Fruits,4.4,6711,4223289.514360589,14,30,30,,28
2004-02-16,Monday,Winter,Cloudy,Salmon,Seafood,36.8,6735,4231360.247532957,25,3,3,,22
2004-02-11,Wednesday,Winter,Cloudy,Tomatoes,Vegetables,12.5,6320,3883478.3641000804,12,10,10,,28
2004-02-24,Tuesday,Winter,Cloudy,Lettuce,Vegetables,6.0,6452,4065020.9856031537,8,5,1,,53
2004-02-07,Saturday,Winter,Snowy,Pork,Meat,25.6,7593,4672382.984606386,16,7,7,,29
2004-02-05,Thursday,Winter,Snowy,Milk,Dairy,5.2,5642,3430392.9285523063,7,7,1,,43
2004-01-22,Thursday,Winter,Cloudy,Chicken,Meat,19.5,6634,4028281.8450842937,17,5,5,,24
2004-02-10,Tuesday,Winter,Cloudy,Pork,Meat,25.6,6605,4075114.719124853,4,7,1,,50
2004-02-07,Saturday,Winter,Cold,Eggs,Dairy,7.2,8302,5159904.079873768,9,21,1,,51
2004-02-17,Tuesday,Winter,Cloudy,Salmon,Seafood,36.8,6379,3987253.0099818083,7,3,1,,55
2004-02-09,Monday,Winter,Snowy,Eggs,Dairy,7.2,5862,3671229.3324362775,26,21,21,,13
2004-01-27,Tuesday,Winter,Cold,Potatoes,Vegetables,1.4,6601,4129440.5852117036,25,9,9,,32
2004-02-08,Sunday,Winter,Snowy,Milk,Dairy,5.2,7705,4696074.57039056,19,7,7,,29
2004-01-30,Friday,Winter,Cloudy,Potatoes,Vegetables,1.4,8299,5095830.632977676,7,9,1,,53
2004-02-12,Thursday,Winter,Cold,Tomatoes,Vegetables,12.5,6400,4007186.26748161,6,10,1,,49
2004-02-02,Monday,Winter,Snowy,Cheese,Dairy,28.0,5833,3614427.4285962577,24,9,9,,20
2004-02-10,Tuesday,Winter,Snowy,Apples,Fruits,4.4,5955,3728705.156271514,23,30,30,,15
2004-02-08,Sunday,Winter,Snowy,Milk,Dairy,5.2,7702,4869752.358779176,23,7,7,,32
